frequency,location,feature_set,model,test_start,test_end,n,MAE,RMSE,R2,sMAPE_pct,bias
yearly,Little Pond Campground,History + Strava summary + edge PCA,Random Forest,2025-01-01 00:00:00,2025-01-01 00:00:00,1,304.8003129649428,304.8003129649428,,57.1215146832487,-304.8003129649428
yearly,Fox Hollow,History + Strava summary + edge PCA,Random Forest,2026-01-01 00:00:00,2026-01-01 00:00:00,1,329.54084052190046,329.54084052190046,,47.637313026097964,329.54084052190046
yearly,Seager,History + Strava summary + edge PCA,Random Forest,2026-01-01 00:00:00,2026-01-01 00:00:00,1,337.100877626002,337.100877626002,,45.47425847549121,337.100877626002
yearly,Red Hill Dinch Road,History + Strava summary + edge PCA,Random Forest,2026-01-01 00:00:00,2026-01-01 00:00:00,1,365.659599417418,365.659599417418,,37.17636177486636,-365.659599417418
yearly,McKenley Hollow,History + Strava summary + edge PCA,Random Forest,2026-01-01 00:00:00,2026-01-01 00:00:00,1,383.3954480980178,383.3954480980178,,47.6013447952323,383.3954480980178
yearly,Ashokan HP,History + Strava summary + edge PCA,Random Forest,2026-01-01 00:00:00,2026-01-01 00:00:00,1,393.35809376395196,393.35809376395196,,34.178265682521975,393.35809376395196
yearly,Prediger Road,History + Strava summary + edge PCA,Random Forest,2025-01-01 00:00:00,2025-01-01 00:00:00,1,398.24813829952495,398.24813829952495,,24.134436055138835,398.24813829952495
yearly,West Kill,History + Strava summary + edge PCA,Random Forest,2025-01-01 00:00:00,2025-01-01 00:00:00,1,419.67516293909375,419.67516293909375,,70.91052952343372,419.67516293909375
yearly,Woodland Valley,History + Strava summary + edge PCA,Random Forest,2026-01-01 00:00:00,2026-01-01 00:00:00,1,426.6287334081262,426.6287334081262,,48.57511652581845,426.6287334081262
yearly,Trails End Road,History + Strava summary + edge PCA,Random Forest,2026-01-01 00:00:00,2026-01-01 00:00:00,1,450.44304429233216,450.44304429233216,,48.79035350529591,450.44304429233216
yearly,Catskill Mt. House,History + Strava summary + edge PCA,Random Forest,2025-01-01 00:00:00,2025-01-01 00:00:00,1,475.07134648599435,475.07134648599435,,33.09530843996025,-475.07134648599435
yearly,Alder Lake,History + Strava summary + edge PCA,Random Forest,2026-01-01 00:00:00,2026-01-01 00:00:00,1,525.3377252330829,525.3377252330829,,38.52031744922141,525.3377252330829
yearly,Barnum Road,History + Strava summary + edge PCA,Random Forest,2025-01-01 00:00:00,2025-01-01 00:00:00,1,530.3199517663556,530.3199517663556,,72.53131588957841,530.3199517663556
yearly,Mt Tremper,History + Strava summary + edge PCA,Random Forest,2026-01-01 00:00:00,2026-01-01 00:00:00,1,606.1837710742695,606.1837710742695,,43.50704629261463,606.1837710742695
yearly,Rider Hollow,History + Strava summary + edge PCA,Random Forest,2026-01-01 00:00:00,2026-01-01 00:00:00,1,646.4360006429467,646.4360006429467,,45.36494854924701,646.4360006429467
yearly,Spruceton,History + Strava summary + edge PCA,Random Forest,2025-01-01 00:00:00,2025-01-01 00:00:00,1,667.1133483930466,667.1133483930466,,56.08083774935421,667.1133483930466
yearly,Slide Mountain,History + Strava summary + edge PCA,Random Forest,2026-01-01 00:00:00,2026-01-01 00:00:00,1,762.0845233138691,762.0845233138691,,37.51680895528152,-762.0845233138691
yearly,Wittenberg,History + Strava summary + edge PCA,Random Forest,2026-01-01 00:00:00,2026-01-01 00:00:00,1,854.5872650317763,854.5872650317763,,44.68207596882497,-854.5872650317763
yearly,Onteora Lake,History + Strava summary + edge PCA,Random Forest,2026-01-01 00:00:00,2026-01-01 00:00:00,1,929.382123567024,929.382123567024,,78.79176068935094,-929.382123567024
yearly,Devils Tombstone (Plateau Mtn),History + Strava summary + edge PCA,Random Forest,2025-01-01 00:00:00,2025-01-01 00:00:00,1,1039.7363016785364,1039.7363016785364,,187.72270983664626,1039.7363016785364
yearly,East Windham,History + Strava summary + edge PCA,Random Forest,2025-01-01 00:00:00,2025-01-01 00:00:00,1,1089.2474289936495,1089.2474289936495,,49.7913522227445,1089.2474289936495
yearly,Diamond Notch (Lanesville),History + Strava summary + edge PCA,Random Forest,2025-01-01 00:00:00,2025-01-01 00:00:00,1,1162.799066190841,1162.799066190841,,185.33629766234867,1162.799066190841
yearly,Batavia Kill,History + Strava summary + edge PCA,Random Forest,2025-01-01 00:00:00,2025-01-01 00:00:00,1,1257.271846833347,1257.271846833347,,51.64682879307404,-1257.271846833347
yearly,Mary's Glen,History + Strava summary + edge PCA,Random Forest,2025-01-01 00:00:00,2025-01-01 00:00:00,1,1262.1492032109795,1262.1492032109795,,54.925595238754475,-1262.1492032109795
yearly,Russell Brook,History + Strava summary + edge PCA,Random Forest,2025-01-01 00:00:00,2025-01-01 00:00:00,1,1351.10381278771,1351.10381278771,,73.45158678212943,-1351.10381278771
yearly,Overlook,History + Strava summary + edge PCA,Random Forest,2026-01-01 00:00:00,2026-01-01 00:00:00,1,1458.2433713394298,1458.2433713394298,,39.47611114801306,-1458.2433713394298
yearly,Vernooy,History + Strava summary + edge PCA,Random Forest,2025-01-01 00:00:00,2026-01-01 00:00:00,2,1371.3518660188347,1639.27730954708,-3.8191870048691117,74.1351874854502,-1371.3518660188347
yearly,Steenburgh Rd (Long Path North),History + Strava summary + edge PCA,Random Forest,2024-01-01 00:00:00,2024-01-01 00:00:00,1,1661.5813542505384,1661.5813542505384,,104.84547759102416,1661.5813542505384
yearly,Diamond Notch (Spruceton),History + Strava summary + edge PCA,Random Forest,2025-01-01 00:00:00,2025-01-01 00:00:00,1,2542.4143439746836,2542.4143439746836,,151.135626236235,2542.4143439746836
yearly,S.Mtn Esc Trl (Schutt Rd Trail),History + Strava summary + edge PCA,Random Forest,2025-01-01 00:00:00,2025-01-01 00:00:00,1,2610.544697356292,2610.544697356292,,92.22168357089369,-2610.544697356292
yearly,Elm Ridge,History + Strava summary + edge PCA,Random Forest,2025-01-01 00:00:00,2026-01-01 00:00:00,2,4535.878492108157,6183.811674397505,-1.0705262410929888,79.44775990287405,-4203.014766717517
